,ori_income_high_per,ori_income_high,ori_income_low_per,ori_income_low,tract_id,ori_income_high_per_20,ori_income_high_20,ori_income_low_per_20,ori_income_low_20,ori_income_high_per_21,ori_income_high_21,ori_income_low_per_21,ori_income_low_21,income_high_20_19,income_high_21_20,income_low_20_19,income_low_21_20,income_high_low_19,income_high_low_20,income_high_low_21,high_low_perct_20_19,high_low_perct_21_20
611,0.669377678,9218,0.330622322,4553,36061005502,0.651955307,3501,0.348044693,1869,0.597891566,1985,0.402108434,1335,-0.620199609,-0.433019137,-1.436062065,-0.285714286,4665,1632,650,0.815862456,-0.147304852
612,0.699988755,12450,0.300011245,5336,36061005600,0.698146205,5988,0.301853795,2589,0.721660182,2782,0.278339818,1073,-0.519036145,-0.535404142,-1.061027424,-0.585554268,7114,3399,1709,0.541991279,0.050150126
613,0.718206359,9578,0.281793641,3758,36061005700,0.6869773,3450,0.3130227,1572,0.670057497,1515,0.329942503,746,-0.639799541,-0.560869565,-1.390585242,-0.525445293,5820,1878,769,0.750785701,-0.035424273
614,0.718514139,20658,0.281485861,8093,36061005800,0.674416564,7687,0.325583436,3711,0.683281116,4798,0.316718884,2224,-0.627892342,-0.375829322,-1.180813797,-0.40070062,12565,3976,2574,0.552921455,0.024871298
615,0.750240947,5449,0.249759053,1814,36061005900,0.729872881,2756,0.270127119,1020,0.7507109,1584,0.2492891,526,-0.494219123,-0.425253991,-0.778431373,-0.484313725,3635,1736,1058,0.28421225,0.059059734
616,0.785356068,1566,0.214643932,428,36061006000,0.738636364,910,0.261363636,322,0.743725231,563,0.256274769,194,-0.41890166,-0.381318681,-0.329192547,-0.397515528,1138,588,369,-0.089709114,0.016196847
617,0.688202892,17991,0.311797108,8151,36061006100,0.691909643,6953,0.308090357,3096,0.703473132,4294,0.296526868,1810,-0.613528987,-0.382424853,-1.632751938,-0.415374677,9840,3857,2484,1.019222951,0.032949824
618,0.654078026,9439,0.345921974,4992,36061006200,0.619338828,6988,0.380661172,4295,0.594413233,3809,0.405586767,2599,-0.259667338,-0.454922725,-0.162281723,-0.394877765,4447,2693,1210,-0.097385615,-0.06004496
619,0.721704394,10840,0.278295606,4180,36061006300,0.719469542,4937,0.280530458,1925,0.730042513,3091,0.269957487,1143,-0.544557196,-0.373911282,-1.171428571,-0.406233766,6660,3012,1948,0.626871376,0.032322484
620,0.763952982,8774,0.236047018,2711,36061006400,0.740013918,5317,0.259986082,1868,0.736590845,2623,0.263409155,938,-0.394005015,-0.506676697,-0.451284797,-0.497858672,6063,3449,1685,0.057279782,-0.008818025
621,0.7084792,15583,0.2915208,6412,36061006500,0.625136851,8565,0.374863149,5136,0.741165672,6460,0.258834328,2256,-0.450362575,-0.245767659,-0.248442368,-0.560747664,9171,3429,4204,-0.201920207,0.314980004
622,0.7091022,7993,0.2908978,3279,36061006600,0.673720472,4107,0.326279528,1989,0.662730786,3087,0.337269214,1571,-0.486175403,-0.248356465,-0.648567119,-0.210155857,4714,2118,1516,0.162391716,-0.038200607
623,0.692715232,8368,0.307284768,3712,36061006700,0.668652905,3142,0.331347095,1557,0.675043328,2337,0.324956672,1125,-0.624521989,-0.256206238,-1.384071933,-0.277456647,4656,1585,1212,0.759549945,0.021250409
624,0.68984654,14295,0.31015346,6427,36061006800,0.654926903,6899,0.345073097,3635,0.700566363,2845,0.299433637,1216,-0.517383701,-0.587621394,-0.768088033,-0.665474553,7868,3264,1629,0.250704332,0.077853159
625,0.664898524,2883,0.335101476,1453,36061006900,0.63317757,1355,0.36682243,785,0.683323299,1135,0.316676701,526,-0.530003469,-0.162361624,-0.850955414,-0.329936306,1430,570,609,0.320951945,0.167574682
626,0.689415132,10597,0.310584868,4774,36061007000,0.710005257,4052,0.289994743,1655,0.680022415,2427,0.319977585,1142,-0.61762763,-0.401036525,-1.884592145,-0.309969789,5823,2397,1285,1.266964515,-0.091066737
627,0.71219917,8582,0.28780083,3468,36061007100,0.668796373,3245,0.331203627,1607,0.716705413,2158,0.283294587,853,-0.621883011,-0.334976888,-1.158058494,-0.469197262,5114,1638,1305,0.536175483,0.134220374
628,0.731536006,10311,0.268463994,3784,36061007200,0.679757883,4829,0.320242117,2275,0.673351159,3022,0.326648841,1466,-0.531665212,-0.374197556,-0.663296703,-0.355604396,6527,2554,1556,0.131631491,-0.018593161
629,0.719012116,7715,0.280987884,3015,36061007300,0.702294197,2602,0.297705803,1103,0.695894779,1746,0.304105221,763,-0.662734932,-0.328977709,-1.733454216,-0.308250227,4700,1499,983,1.070719284,-0.020727483
630,0.68246669,17364,0.31753331,8079,36061007400,0.655857925,7423,0.344142075,3895,0.640159363,4017,0.359840637,2258,-0.572506335,-0.458844133,-1.074197689,-0.420282413,9285,3528,1759,0.501691354,-0.03856172
631,0.708191541,5827,0.291808459,2401,36061007500,0.747674696,3135,0.252325304,1058,0.728622136,2258,0.271377864,841,-0.4619873,-0.279744817,-1.269376181,-0.20510397,3426,2077,1417,0.807388881,-0.074640847
632,0.60840017,24350,0.39159983,15673,36061007600,0.606260518,9006,0.393739482,5849,0.588657192,4432,0.411342808,3097,-0.630143737,-0.507883633,-1.679603351,-0.470507779,8677,3157,1335,1.049459614,-0.037375854
633,0.713452065,9414,0.286547935,3781,36061007700,0.713319934,3904,0.286680066,1569,0.673323093,2630,0.326676907,1276,-0.585298492,-0.326331967,-1.409815169,-0.186743149,5633,2335,1354,0.824516677,-0.139588819
634,0.680510514,6505,0.319489486,3054,36061007800,0.680451128,3258,0.319548872,1530,0.657650042,2334,0.342349958,1215,-0.499154497,-0.283609576,-0.996078431,-0.205882353,3451,1728,1119,0.496923935,-0.077727223
635,0.728669282,10957,0.271330718,4080,36061007900,0.695867115,3519,0.304132885,1538,0.703209406,2213,0.296790594,934,-0.678835448,-0.371128161,-1.652795839,-0.392717815,6877,1981,1279,0.973960391,0.021589654
636,0.691557403,12975,0.308442597,5787,36061008000,0.659945675,6317,0.340054325,3255,0.662303665,2530,0.337696335,1290,-0.513140655,-0.59949343,-0.777880184,-0.603686636,7188,3062,1240,0.264739529,0.004193206
637,0.69812406,15779,0.30187594,6823,36061008100,0.684609002,6601,0.315390998,3041,0.655741311,2981,0.344258689,1565,-0.581659167,-0.548401757,-1.243669845,-0.485366656,8956,3560,1416,0.662010678,-0.063035102
638,0.68850523,12243,0.31149477,5539,36061008200,0.64640748,5254,0.35359252,2874,0.627074236,2154,0.372925764,1281,-0.570856816,-0.590026646,-0.927279054,-0.554279749,6704,2380,873,0.356422237,-0.035746897
639,0.742810635,17797,0.257189365,6162,36061008300,0.724179343,5427,0.275820657,2067,0.670129053,2129,0.329870947,1048,-0.695060965,-0.60770223,-1.981132075,-0.492985002,11635,3360,1081,1.28607111,-0.114717227
640,0.603879674,15036,0.396120326,9863,36061008400,0.592306969,6298,0.407693031,4335,0.602849201,3470,0.397150799,2286,-0.581138601,-0.449031439,-1.275201845,-0.47266436,5173,1963,1184,0.694063245,0.023632921
641,0.595642422,1859,0.404357578,1262,36061008601,0.620924943,1638,0.379075057,1000,0.622930717,1016,0.377069283,615,-0.118881119,-0.37973138,-0.262,-0.385,597,638,401,0.143118881,0.00526862
642,0.690835267,1191,0.309164733,533,36061008602,0.672578445,493,0.327421555,240,0.641975309,52,0.358024691,29,-0.586062133,-0.894523327,-1.220833333,-0.879166667,658,253,23,0.634771201,-0.01535666
643,0.698818147,1833,0.301181853,790,36061008603,0.697790055,1263,0.302209945,547,0.698591549,744,0.301408451,321,-0.31096563,-0.410926366,-0.444241316,-0.413162706,1043,716,423,0.133275686,0.00223634
644,0.747536747,9256,0.252463253,3126,36061008700,0.711857018,3266,0.288142982,1322,0.706161137,1937,0.293838863,806,-0.647147796,-0.40691978,-1.364599092,-0.3903177,6130,1944,1131,0.717451296,-0.016602079
645,0.687732657,8129,0.312267343,3691,36061008800,0.664997496,3984,0.335002504,2007,0.673627002,2355,0.326372998,1141,-0.509902817,-0.408885542,-0.839063279,-0.431489786,4438,1977,1214,0.329160461,0.022604244
646,0.745434047,6612,0.254565953,2258,36061008900,0.744718758,2926,0.255281242,1003,0.740306122,1451,0.259693878,509,-0.557471264,-0.504101162,-1.251246261,-0.492522433,4354,1923,942,0.693774997,-0.011578729
647,0.711153202,9762,0.288846798,3965,36061009000,0.690039121,4586,0.309960879,2060,0.653311793,2022,0.346688207,1073,-0.530219217,-0.559092891,-0.924757282,-0.479126214,5797,2526,949,0.394538064,-0.079966678
648,0.720479621,15803,0.279520379,6131,36061009100,0.689693843,6150,0.310306157,2767,0.688829137,2818,0.311170863,1273,-0.610833386,-0.541788618,-1.215757138,-0.539934948,9672,3383,1545,0.604923752,-0.00185367
649,0.636639047,24587,0.363360953,14033,36061009200,0.624268362,9919,0.375731638,5970,0.631578947,3204,0.368421053,1869,-0.596575426,-0.676983567,-1.350586265,-0.686934673,10554,3949,1335,0.754010839,0.009951106
650,0.749782474,6032,0.250217526,2013,36061009300,0.735170017,2962,0.264829983,1067,0.745725559,1701,0.254274441,580,-0.508952255,-0.425725861,-0.886597938,-0.456419869,4019,1895,1121,0.377645684,0.030694008
651,0.610582774,13547,0.389417226,8640,36061009400,0.608285814,5227,0.391714186,3366,0.604781997,3010,0.395218003,1967,-0.614158116,-0.424143868,-1.56684492,-0.415626857,4907,1861,1043,0.952686804,-0.008517012
652,0.583203571,11236,0.416796429,8030,36061009500,0.598751916,5469,0.401248084,3665,0.578585191,2102,0.421414809,1531,-0.513260947,-0.615651856,-1.190995907,-0.582264666,3206,1804,571,0.67773496,-0.03338719
653,0.617558022,19584,0.382441978,12128,36061009600,0.603531425,7759,0.396468575,5097,0.574882662,4042,0.425117338,2989,-0.603809232,-0.479056579,-1.379438886,-0.413576614,7456,2662,1053,0.775629654,-0.065479966
654,0.689055973,4124,0.310944027,1861,36061009700,0.729876269,10500,0.270123731,3886,0.736386139,1785,0.263613861,639,1.546071775,-0.83,0.52110139,-0.835563562,2263,6614,1146,1.024970385,0.005563562
655,0.725091199,12721,0.274908801,4823,36061009800,0.694163934,5293,0.305836066,2332,0.723404255,3162,0.276595745,1209,-0.583916359,-0.402607217,-1.068181818,-0.481560892,7898,2961,1953,0.484265459,0.078953675
656,0.685570997,29254,0.314429003,13417,36061009900,0.673046439,11464,0.326953561,5569,0.667984502,8448,0.332015498,4199,-0.608121966,-0.263084438,-1.409229664,-0.246004669,15837,5895,4249,0.801107698,-0.01707977
657,0.63831692,15686,0.36168308,8888,36061010000,0.617522757,7598,0.382477243,4706,0.601634321,2945,0.398365679,1950,-0.515619023,-0.612397999,-0.888652784,-0.585635359,6798,2892,995,0.37303376,-0.02676264
658,0.61657067,38109,0.38342933,23699,36061010100,0.609450338,15168,0.390549662,9720,0.590008344,5657,0.409991656,3931,-0.601983783,-0.627043776,-1.438168724,-0.595576132,14410,5448,1726,0.836184941,-0.031467645
659,0.618261555,12547,0.381738445,7747,36061010200,0.629662821,5621,0.370337179,3306,0.613915094,2603,0.386084906,1637,-0.552004463,-0.53691514,-1.343315185,-0.504839685,4800,2315,966,0.791310721,-0.032075454
660,0.622765697,9651,0.377234303,5846,36061010300,0.59670667,4276,0.40329333,2890,0.607705779,2429,0.392294221,1568,-0.556937105,-0.431945744,-1.02283737,-0.457439446,3805,1386,861,0.465900265,0.025493703
661,0.630310084,22746,0.369689916,13341,36061010400,0.618512658,7818,0.381487342,4822,0.58757827,3472,0.41242173,2437,-0.656291216,-0.555896649,-1.766694318,-0.494608046,9405,2996,1035,1.110403102,-0.061288602
662,0.66163668,4560,0.33836332,2332,36061010601,0.755044955,3779,0.244955045,1226,0.769352918,1938,0.230647082,581,-0.17127193,-0.487165917,-0.902120718,-0.526101142,2228,2553,1357,0.730848788,0.038935225
663,0.737521815,4226,0.262478185,1504,36061010602,0.737320212,2922,0.262679788,1041,0.700607193,1500,0.299392807,641,-0.30856602,-0.486652977,-0.444764649,-0.384245917,2722,1881,859,0.136198629,-0.10240706
664,0.725598409,11307,0.274401591,4276,36061010800,0.702439024,6048,0.297560976,2562,0.702854671,3250,0.297145329,1374,-0.465110109,-0.462632275,-0.669008587,-0.463700234,7031,3486,1876,0.203898478,0.001067959
665,0.625561646,27845,0.374438354,16667,36061010900,0.611763304,10266,0.388236696,6515,0.589011925,5532,0.410988075,3860,-0.631316215,-0.46113384,-1.558250192,-0.407521105,11178,3751,1672,0.926933977,-0.053612735
666,0.712155379,9790,0.287844621,3957,36061011000,0.690214244,4768,0.309785756,2140,0.640291262,2638,0.359708738,1482,-0.512972421,-0.446728188,-0.849065421,-0.307476636,5833,2628,1156,0.336093,-0.139251552
667,0.693503281,12895,0.306496719,5699,36061011100,0.674898136,5466,0.325101864,2633,0.64493865,2523,0.35506135,1389,-0.576114773,-0.538419319,-1.164451196,-0.472464869,7196,2833,1134,0.588336423,-0.06595445
668,0.630094542,7931,0.369905458,4656,36061011201,0.595033242,3043,0.404966758,2071,0.676442763,1430,0.323557237,684,-0.616315723,-0.530069011,-1.248189281,-0.669724771,3275,972,746,0.631873557,0.13965576
669,0.66065399,7435,0.33934601,3819,36061011202,0.605303867,2739,0.394696133,1786,0.612475634,1571,0.387524366,994,-0.631607263,-0.426433005,-1.138297872,-0.443449048,3616,953,577,0.506690609,0.017016043
670,0.669782232,6951,0.330217768,3427,36061011203,0.620935412,2788,0.379064588,1702,0.644174186,1642,0.355825814,907,-0.598906632,-0.411047346,-1.013513514,-0.467097532,3524,1086,735,0.414606881,0.056050187
671,0.642694025,37712,0.357305975,20966,36061011300,0.634996787,14824,0.365003213,8521,0.607897886,6096,0.392102114,3932,-0.606915571,-0.58877496,-1.46050933,-0.538551813,16746,6303,2164,0.853593759,-0.050223146
672,0.62221407,6784,0.37778593,4119,36061011401,0.625615764,2921,0.374384236,1748,0.651390162,2132,0.348609838,1141,-0.569428066,-0.270112975,-1.356407323,-0.347254005,2665,1173,991,0.786979257,0.07714103
673,0.645446821,9115,0.354553179,5007,36061011402,0.644986072,4631,0.355013928,2549,0.642915811,3131,0.357084189,1739,-0.491936369,-0.323904124,-0.964299725,-0.317771675,4108,2082,1392,0.472363357,-0.006132449
674,0.718034351,16555,0.281965649,6501,36061011500,0.700215672,6818,0.299784328,2919,0.666744132,2869,0.333255868,1434,-0.588160677,-0.579202112,-1.22713258,-0.508735868,10054,3899,1435,0.638971903,-0.070466244
675,0.680282761,15205,0.319717239,7146,36061011600,0.675541985,11062,0.324458015,5313,0.661764706,7380,0.338235294,3772,-0.272476159,-0.332851202,-0.345002823,-0.29004329,8059,5749,3608,0.072526664,-0.042807912
676,0.725685279,3574,0.274314721,1351,36061011700,0.692607004,1780,0.307392996,790,0.677300613,1104,0.322699387,526,-0.50195859,-0.379775281,-0.710126582,-0.334177215,2223,990,578,0.208167992,-0.045598066
677,0.738392238,10655,0.261607762,3775,36061011800,0.753092939,9983,0.246907061,3273,0.720017118,6730,0.279982882,2617,-0.063068982,-0.325853952,-0.153376108,-0.200427742,6880,6710,4113,0.090307126,-0.12542621
678,0.62286453,26980,0.37713547,16336,36061011900,0.609925397,9402,0.390074603,6013,0.594871795,3016,0.405128205,2054,-0.651519644,-0.679217188,-1.716780309,-0.658406785,10644,3389,962,1.065260665,-0.020810403
679,0.66795463,10718,0.33204537,5328,36061012000,0.633286648,5426,0.366713352,3142,0.680236862,1838,0.319763138,864,-0.493748834,-0.661260597,-0.695735201,-0.725015913,5390,2284,974,0.201986367,0.063755316
680,0.726475166,15402,0.273524834,5799,36061012100,0.749977304,8261,0.250022696,2754,0.709482759,2469,0.290517241,1011,-0.463641086,-0.701125772,-1.105664488,-0.632897603,9603,5507,1458,0.642023402,-0.068228168
681,0.627702703,3716,0.372297297,2204,36061012200,0.598347107,2172,0.401652893,1458,0.635505194,1346,0.364494806,772,-0.415500538,-0.380294659,-0.511659808,-0.470507545,1512,714,574,0.09615927,0.090212885
682,0.708975149,6904,0.291024851,2834,36061012400,0.697981157,5186,0.302018843,2244,0.70193133,3271,0.29806867,1389,-0.248841251,-0.369263401,-0.262923351,-0.381016043,4070,2942,1882,0.0140821,0.011752641
683,0.696563966,27469,0.303436034,11966,36061012500,0.685415304,9432,0.314584696,4329,0.614010152,3024,0.385989848,1901,-0.656631111,-0.679389313,-1.764148764,-0.560868561,15503,5103,1123,1.107517653,-0.118520752
684,0.732002719,11846,0.267997281,4337,36061012600,0.756053919,6338,0.243946081,2045,0.76703946,3635,0.23296054,1104,-0.464967077,-0.426475229,-1.120782396,-0.460146699,7509,4293,2531,0.655815319,0.03367147
685,0.758660572,13775,0.241339428,4382,36061012700,0.725630905,6067,0.274369095,2294,0.712861416,2145,0.287138584,864,-0.559564428,-0.646447997,-0.910200523,-0.623365301,9393,3773,1281,0.350636095,-0.023082697
686,0.758133892,6874,0.241866108,2193,36061012800,0.730304141,3986,0.269695859,1472,0.733903286,2747,0.266096714,996,-0.420133838,-0.310837933,-0.489809783,-0.323369565,4681,2514,1751,0.069675945,0.012531632
687,0.759150755,11013,0.240849245,3494,36061012900,0.721003515,5949,0.278996485,2302,0.729023688,3293,0.270976312,1224,-0.459820212,-0.44646159,-0.517810599,-0.468288445,7519,3647,2069,0.057990387,0.021826855
688,0.735606484,5264,0.264393516,1892,36061013000,0.725768872,3115,0.274231128,1177,0.750595441,2206,0.249404559,733,-0.408244681,-0.291813804,-0.607476636,-0.377230246,3372,1938,1473,0.199231955,0.085416442
689,0.715097003,21784,0.284902997,8679,36061013100,0.696129032,8632,0.303870968,3768,0.641098485,2708,0.358901515,1516,-0.603745869,-0.686283596,-1.303343949,-0.597664544,13105,4864,1192,0.699598081,-0.088619052
690,0.797185222,6344,0.202814778,1614,36061013200,0.759366232,4601,0.240633768,1458,0.785420945,3060,0.214579055,836,-0.274747793,-0.33492719,-0.106995885,-0.426611797,4730,3143,2224,-0.167751908,0.091684607
691,0.772574188,12158,0.227425812,3579,36061013300,0.754465091,4182,0.245534909,1361,0.699602122,2110,0.300397878,906,-0.656028952,-0.495456719,-1.629684056,-0.334313005,8579,2821,1204,0.973655104,-0.161143714
692,0.823607648,9908,0.176392352,2122,36061013400,0.824824419,6107,0.175175581,1297,0.829484029,3376,0.170515971,694,-0.38362939,-0.447191747,-0.636083269,-0.464919044,7786,4810,2682,0.252453879,0.017727297
693,0.737541775,9931,0.262458225,3534,36061013500,0.708845852,5417,0.291154148,2225,0.679544853,2568,0.320455147,1211,-0.4545363,-0.525936865,-0.588314607,-0.455730337,6397,3192,1357,0.133778306,-0.070206528
694,0.755944056,6486,0.244055944,2094,36061013600,0.765941762,4156,0.234058238,1270,0.726753247,2798,0.273246753,1052,-0.359235276,-0.326756497,-0.648818898,-0.171653543,4392,2886,1746,0.289583622,-0.155102953
695,0.722580802,29779,0.277419198,11433,36061013700,0.68452083,12307,0.31547917,5672,0.666577433,4980,0.333422567,2491,-0.586722187,-0.595352239,-1.015691114,-0.560825106,18346,6635,2489,0.428968927,-0.034527133
696,0.78221907,12133,0.21778093,3378,36061013800,0.786967015,4891,0.213032985,1324,0.781640147,3193,0.218359853,892,-0.59688453,-0.347168268,-1.551359517,-0.326283988,8755,3567,2301,0.954474987,-0.02088428
697,0.773725884,13876,0.226274116,4058,36061013900,0.702443393,5491,0.297556607,2326,0.72472071,2530,0.27527929,961,-0.604280773,-0.539246039,-0.744625967,-0.586844368,9818,3165,1569,0.140345195,0.047598329
698,0.737971558,8666,0.262028442,3077,36061014000,0.716413551,4906,0.283586449,1942,0.744640204,3508,0.255359796,1203,-0.433879529,-0.284957195,-0.584449022,-0.38053553,5589,2964,2305,0.150569492,0.095578335
699,0.726256983,6370,0.273743017,2401,36061014200,0.729609391,3605,0.270390609,1336,0.735673722,2850,0.264326278,1024,-0.434065934,-0.209431345,-0.797155689,-0.233532934,3969,2269,1826,0.363089755,0.024101589
700,0.64267125,26176,0.35732875,14554,36061014300,0.473198463,20560,0.526801537,22889,0.717932906,11642,0.282067094,4574,-0.214547677,-0.433754864,0.364148718,-0.800166019,11622,-2329,7068,-0.578696395,0.366411155
701,0.798941799,1963,0.201058201,494,36061014401,0.768433882,1261,0.231566118,380,0.777137368,809,0.222862632,232,-0.357615894,-0.358445678,-0.3,-0.389473684,1469,881,577,-0.057615894,0.031028006
702,0.784053156,3068,0.215946844,845,36061014402,0.806887673,2507,0.193112327,600,0.78316985,1517,0.21683015,420,-0.18285528,-0.394894296,-0.408333333,-0.3,2223,1907,1097,0.225478053,-0.094894296
703,0.759626141,21050,0.240373859,6661,36061014500,0.729041916,9253,0.270958084,3439,0.74023845,4967,0.25976155,1743,-0.560427553,-0.463201124,-0.936900262,-0.493166618,14389,5814,3224,0.376472708,0.029965494
704,0.794670666,6889,0.205329334,1780,36061014601,0.79138859,3676,0.20861141,969,0.787382363,2259,0.212617637,610,-0.466395703,-0.385473341,-0.836945304,-0.370485036,5109,2707,1649,0.370549601,-0.014988304
705,0.798739622,7985,0.201260378,2012,36061014602,0.833576879,5134,0.166423121,1025,0.781050714,2572,0.218949286,721,-0.357044458,-0.499026101,-0.962926829,-0.296585366,5973,4109,1851,0.605882371,-0.202440735
706,0.69232461,3148,0.30767539,1399,36061014700,0.718109716,2173,0.281890284,853,0.724223602,583,0.275776398,222,-0.309720457,-0.731707317,-0.640093787,-0.739742087,1749,1320,361,0.330373329,0.00803477
707,0.718009033,7631,0.281990967,2997,36061014801,0.718422674,3498,0.281577326,1371,0.73878628,1960,0.26121372,693,-0.541606605,-0.439679817,-1.185995624,-0.49452954,4634,2127,1267,0.644389019,0.054849723
708,0.752647021,11800,0.247352979,3878,36061014802,0.755916738,7953,0.244083262,2568,0.772598425,4906,0.227401575,1444,-0.326016949,-0.383125864,-0.510124611,-0.437694704,7922,5385,3462,0.184107661,0.05456884
709,0.772047187,10733,0.227952813,3169,36061014900,0.746142359,4497,0.253857641,1530,0.759415834,1976,0.240584166,626,-0.581011833,-0.560595953,-1.07124183,-0.590849673,7564,2967,1350,0.490229997,0.03025372
710,0.686015831,2340,0.313984169,1071,36061015001,0.643493761,1083,0.356506239,600,0.646544877,814,0.353455123,445,-0.537179487,-0.248384118,-0.785,-0.258333333,1269,483,369,0.247820513,0.009949215
711,0.730843653,3777,0.269156347,1391,36061015002,0.717932149,2222,0.282067851,873,0.776763064,1531,0.223236936,440,-0.411702409,-0.310981098,-0.593356243,-0.495990836,2386,1349,1091,0.181653834,0.185009738
712,0.779970607,7430,0.220029393,2096,36061015100,0.78936515,5359,0.21063485,1430,0.786644029,2780,0.213355971,754,-0.278734859,-0.481246501,-0.465734266,-0.472727273,5334,3929,2026,0.186999407,-0.008519228
713,0.755545068,4803,0.244454932,1554,36061015200,0.797881539,3691,0.202118461,935,0.753726047,2124,0.246273953,694,-0.231521965,-0.424546193,-0.662032086,-0.257754011,3249,2756,1430,0.43051012,-0.166792183
714,0.799266551,12423,0.200733449,3120,36061015300,0.770752821,4986,0.229247179,1483,0.759080219,2905,0.240919781,922,-0.59864767,-0.417368632,-1.10384356,-0.378287256,9303,3503,1983,0.505195891,-0.039081377
715,0.777830979,12996,0.222169021,3712,36061015400,0.753948248,14656,0.246051752,4783,0.745447789,4012,0.254552211,1370,0.12773161,-0.726255459,0.223918043,-0.71356889,9284,9873,2642,-0.096186433,-0.012686569
716,0.798072402,3395,0.201927598,859,36061015500,0.814317127,3333,0.185682873,760,0.795986622,1666,0.204013378,427,-0.01826215,-0.500150015,-0.130263158,-0.438157895,2536,2573,1239,0.112001008,-0.06199212
717,0.758118701,4062,0.241881299,1296,36061015601,0.758348203,2975,0.241651797,948,0.707042254,1506,0.292957746,624,-0.267602166,-0.493781513,-0.367088608,-0.341772152,2766,2027,882,0.099486441,-0.152009361
718,0.695506372,3111,0.304493628,1362,36061015602,0.68384961,2892,0.31615039,1337,0.639240506,808,0.360759494,456,-0.070395371,-0.720608575,-0.018698579,-0.658937921,1749,1555,352,-0.051696792,-0.061670655
719,0.795644565,8184,0.204355435,2102,36061015700,0.791065059,4657,0.208934941,1230,0.815065065,3257,0.184934935,739,-0.430962854,-0.300622718,-0.708943089,-0.399186992,6082,3427,2518,0.277980235,0.098564273
720,0.740578607,3891,0.259421393,1363,36061015801,0.751566331,2759,0.248433669,912,0.770884521,1255,0.229115479,373,-0.290927782,-0.545125045,-0.494517544,-0.591008772,2528,1847,882,0.203589762,0.045883727
721,0.714851485,2527,0.285148515,1008,36061015802,0.753418981,1818,0.246581019,595,0.726095618,729,0.273904382,275,-0.280569846,-0.599009901,-0.694117647,-0.537815126,1519,1223,454,0.413547801,-0.061194775
722,0.79630331,10512,0.20369669,2689,36061015900,0.782655246,5848,0.217344754,1624,0.78539823,2840,0.21460177,776,-0.443683409,-0.514363885,-0.655788177,-0.522167488,7823,4224,2064,0.212104768,0.007803603
723,0.718141708,2767,0.281858292,1086,36061016001,0.72928384,1945,0.27071616,722,0.715389186,1204,0.284610814,479,-0.297072642,-0.380976864,-0.504155125,-0.336565097,1681,1223,725,0.207082483,-0.044411767
724,0.723129417,2967,0.276870583,1136,36061016002,0.679736167,1855,0.320263833,874,0.654491018,1093,0.345508982,577,-0.37478935,-0.410781671,-0.299771167,-0.339816934,1831,981,516,-0.075018182,-0.070964738
725,0.79286872,4892,0.20713128,1278,36061016100,0.797079404,2620,0.202920596,667,0.794131346,1705,0.205868654,442,-0.464431725,-0.349236641,-0.916041979,-0.337331334,3614,1953,1263,0.451610254,-0.011905307
726,0.791527046,3307,0.208472954,871,36061016200,0.780399778,2811,0.219600222,791,0.790431267,1173,0.209568733,311,-0.149984881,-0.582710779,-0.1011378,-0.606826802,2436,2020,862,-0.04884708,0.024116022
727,0.814177852,7764,0.185822148,1772,36061016300,0.827948464,4177,0.172051536,868,0.785204656,2091,0.214795344,572,-0.462004122,-0.499401484,-1.041474654,-0.341013825,5992,3309,1519,0.579470533,-0.158387659
728,0.827557756,4012,0.172442244,836,36061016400,0.829980711,3012,0.170019289,617,0.787064677,1582,0.212935323,428,-0.249252243,-0.474767596,-0.354943274,-0.306320908,3176,2395,1154,0.105691031,-0.168446689
729,0.730804689,11098,0.269195311,4088,36061016500,0.76443985,5916,0.23556015,1823,0.774840312,4367,0.225159688,1269,-0.466930979,-0.261832319,-1.242457488,-0.303894679,7010,4093,3098,0.775526509,0.04206236
730,0.767476507,6697,0.232523493,2029,36061016600,0.792536047,4672,0.207463953,1223,0.795081967,2231,0.204918033,575,-0.302374197,-0.522474315,-0.659035159,-0.529844644,4668,3449,1656,0.356660962,0.007370329
731,0.8194315,7034,0.1805685,1550,36061016700,0.818708034,3536,0.181291966,783,0.783822996,2161,0.216177004,596,-0.497298834,-0.388857466,-0.979565773,-0.238825032,5484,2753,1565,0.482266938,-0.150032434
732,0.714360587,9541,0.285639413,3815,36061016800,0.701981945,6765,0.298018055,2872,0.661880114,3964,0.338119886,2025,-0.290954827,-0.414042868,-0.328342618,-0.294916435,5726,3893,1939,0.037387792,-0.119126433
733,0.841421144,6797,0.158578856,1281,36061016900,0.824969148,4011,0.175030852,851,0.770198051,2450,0.229801949,731,-0.409886715,-0.389179756,-0.505287897,-0.141010576,5516,3160,1719,0.095401182,-0.24816918
734,0.810268307,8033,0.189731693,1881,36061017000,0.817312005,5467,0.182687995,1222,0.850657109,2848,0.149342891,500,-0.319432342,-0.479056155,-0.539279869,-0.590834697,6152,4245,2348,0.219847527,0.111778542
735,0.800092894,8613,0.199907106,2152,36061017100,0.812209842,3499,0.187790158,809,0.766162311,2228,0.233837689,680,-0.593753628,-0.363246642,-1.660074166,-0.159456119,6461,2690,1548,1.066320537,-0.203790523
736,0.782688766,10625,0.217311234,2950,36061017200,0.797709924,6897,0.202290076,1749,0.779103853,3721,0.220896147,1055,-0.350870588,-0.460490068,-0.686678102,-0.39679817,7675,5148,2666,0.335807514,-0.063691898
